schema,accuracy_notice,confidence_note,character_id,character,profile_key,last_seen_slot,last_seen_utc,move_kind,data_origin,move_label,move_id_hex,move_id_decimal,hit_segment,duplicate_index,move_address,active_start,active_end,active_frames,active2_start,active2_end,recovery,total_animation_frames,hitstun,blockstun,hitstop,advantage_on_hit,advantage_on_block,damage,meter,multi_hit_count,invulnerability,invulnerability_frames,stun_source,hitstun_source,blockstun_source,hitstop_source,recovery_source,runtime_hit_samples,runtime_block_samples,runtime_recovery_samples,profile_source,character_table_address,manual_verification,research_notes,row_key
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,5A,0x0100,256,,,0x909D69D4,4,8,5,4,4,15,23,12,9,0,-3,-6,800,50,0,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0100|||5A
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,5B,0x0101,257,,,0x909D6E88,10,11,2,4,4,29,40,17,12,0,-12,-17,650,100,4,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0101|||5B
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,5C,0x0102,258,,,0x909D77E4,14,17,4,3,4,31,48,19,0,0,-12,-31,2400,150,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0102|||5C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,2A,0x0103,259,,,0x909D7C0C,4,7,4,1,4,15,22,12,9,0,-3,-6,800,50,0,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0103|||2A
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,2B,0x0104,260,,,0x909D811C,10,13,4,1,4,19,32,17,12,0,-2,-7,1600,100,0,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0104|||2B
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,2C,0x0105,261,,,0x909D8494,9,11,3,1,4,35,46,21,15,0,-14,-20,2400,150,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0105|||2C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,6C,0x0106,262,,,0x909D89B0,19,21,3,1,4,14,35,21,15,0,7,1,2700,150,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0106|||6C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,3C,0x0108,264,,,0x909D8FC0,7,10,4,,,46,56,21,15,0,-25,-31,2240,150,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0108|||3C
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,j.A,0x0109,265,,,0x909D93FC,5,16,12,,,14,30,12,9,0,-2,-5,800,50,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:0109|||j.A
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,j.B,0x010A,266,,,0x909D9858,8,12,5,,,23,35,17,12,0,-6,-11,1400,100,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:010A|||j.B
tvc_continuo.frame_data_observed.v1,BEST-EFFORT REVERSE-ENGINEERED FRAME DATA. This sheet is not 100% accurate; verify values with in-game testing before treating them as final.,Scanner-derived row; verify with in-game tests before confirming.,5,Yatterman-1,id_05_yatterman_1,P2-C2,2026-07-04T13:55:55Z,normal,saved full action profile,j.C,0x010B,267,,,0x909D9CA4,10,12,3,1,4,24,36,21,15,0,-3,-9,2800,150,1,,0,,,,,mot_derived,,,,saved full action profile,0x909BDFC0,,,5|id_05_yatterman_1|normal|action:010B|||j.C
